promoter	protein	is_enhancer	is_promoter	is_intermediate	X-graph-coord	Y-graph-coord	degree	expression_log2FoldChange	expression_padj	SNP-binding	Betweenness_global	Degree_global	Betweenness_in_cluster	Betweenness_out_cluster	Betweenness_enrichment	Degree_in_cluster	Degree_out_cluster	Degree_enrichment	Betweenness_enrichment_pval	Degree_enrichment_pval	fisher_test_OR	fisher_test_pval
MIR3190	ENHA_SNAI2	True	False	False	1.1666666666666667	0.4290780141843973	4	-7.39045172449115	2.3935402877077702e-54	False											51.8678313863104	9.2590360341152e-58
MIR3190	ENHA_ZNF460	True	False	False	1.1666666666666667	1.0843971631205673	9	1.21538597859962	5.59628789323162e-05	False											13.6097762436731	1.30481781058778e-53
MIR3190	ENHA_ZBTB18	True	False	False	1.1333333333333335	0.9283687943262411	2	-0.434969739122538	0.0422253253147413	False											8.98665646884089	2.0828484905480952e-47
MIR3190	ENHA_CEBPA	True	False	False	1.1333333333333335	-1.0375886524822695	15	1.40831619900991	1.6381761926368402e-19	False											8.23266077742359	9.47954497522729e-58
MIR3190	ENHA_STAT1	True	False	False	1.1333333333333335	0.6007092198581561	18	-4.62037343801228	3.18474888731901e-209	False											20.0684736333107	8.386163181794012e-57
MIR3190	ENHA_NR2F1	True	False	False	1.1	0.07021276595744674	9	2.15204275920652	0.261152651338228	False											12.2185572314108	1.44026387919142e-52
MIR3190	ENHA_ESR2	True	False	False	1.1666666666666667	-0.8347517730496454	11	3.10191642117498	0.0302281855584287	False											6.26590194603506	8.6494886261494e-45
MIR3190	ENHA_RREB1	True	False	False	1.1666666666666667	0.38226950354609945	11	-0.0735253190793003	0.467070376592638	False											41.4653013963198	2.26597569142092e-56
MIR3190	ENHA_KLF4	True	False	False	1.1333333333333335	-0.38226950354609934	22	-4.0236383329462	1.2985292682091302e-211	False											46.1968334680727	1.3159407966087e-51
MIR3190	ENHA_TP53	True	False	False	1.1	0.8191489361702129	68	0.19430270080352	0.0080827699159202	False											13.12279458585925	2.1042497153540093e-78
MIR3190	ENHA_TFAP2C	True	False	False	1.1333333333333335	0.6943262411347519	24	-0.853382865494771	5.1225313213023e-10	False											11.5635233201257	2.5701375143443797e-55
MIR3190	ENHA_TFDP1	True	False	False	1.1333333333333335	0.7411347517730498	14	-1.49951127569777	7.75563052587775e-94	False											4.94763690466943	1.5122260341390801e-31
MIR3190	ENHA_THAP1	True	False	False	1.1	0.7723404255319151	16	-0.731260560585431	0.000533619784927	False											7.732232621675755	2.27395634459567e-54
MIR3190	ENHA_CLOCK	True	False	False	1.1333333333333335	-0.9907801418439717	4	-1.04774665164378	1.61282064181663e-22	False											7.59512392040509	1.212768602718495e-45
MIR3190	ENHA_NFATC3	True	False	False	1.1333333333333335	-0.10141843971631204	1	0.548181206572617	2.53394364796607e-07	False											7.69589449109872	1.20441877798772e-55
MIR3190	ENHA_HES1	True	False	False	1.1333333333333335	-0.6163120567375887	6	-3.39534238338495	1.54205368948807e-57	False											6.82924585557993	7.258575845883699e-35
MIR3190	ENHA_NFATC4	True	False	False	1.1666666666666667	-0.0858156028368795	7	-0.710503498140033	0.0854050478704199	False											7.86339697353891	5.81163877586877e-53
MIR3190	ENHA_MAZ	True	False	False	1.1	-0.2574468085106383	13	1.17636897308062	2.95636464524114e-88	False											9.86643030376595	3.04265512380837e-59
MIR3190	ENHA_TEAD1	True	False	False	1.1666666666666667	0.6631205673758866	4	-3.09819901379961	1.5394834772998e-296	False											11.613864993263501	7.574061349792315e-71
MIR3190	ENHA_SOX13	True	False	False	1.1666666666666667	0.4758865248226951	1	-0.553019887296331	0.0002820815064001	False											4.78707674427538	1.84053273934867e-26
MIR3190	ENHA_ZBTB7A	True	False	False	1.1333333333333335	0.9751773049645394	16	-0.0362829210068259	0.736088995669794	False											7.70647208081543	4.217212399827075e-52
MIR3190	ENHA_IRF1	True	False	False	1.1	-0.5382978723404256	44	-4.0231535461388	8.02847625817727e-85	False											56.6054247306193	1.69424264431325e-38
MIR3190	ENHA_NR4A1	True	False	False	1.1333333333333335	0.13262411347517733	11	-0.313752055108596	0.111151395127448	False											6.67448467901184	6.7360926526208794e-49
MIR3190	ENHA_NFE2L1	True	False	False	1.1	-0.07021276595744674	4	-0.255367602767525	4.44953892701778e-06	False											9.27342234196975	1.401145156725796e-62
MIR3190	ENHA_ETV5	True	False	False	1.1666666666666667	-0.7879432624113476	3	-6.35389406734804	2.00081324401449e-38	False											6.81740266100471	1.85493493824694e-48
MIR3190	ENHA_KLF2	True	False	False	1.1666666666666667	-0.4134751773049645	16	2.91214006178269	1.1394009815664e-06	False											19.63572023577445	9.629350128272264e-57
MIR3190	ENHA_FOSL2	True	False	False	1.1333333333333335	-0.7567375886524823	4	-3.0226820248758	1.8258994682084e-290	False											6.2706416114950745	2.219186680995377e-39
MIR3190	ENHA_EGR1	True	False	False	1.1333333333333335	-0.897163120567376	40	-3.04567725393117	0.0	False											26.9333317848597	2.79012210975006e-59
MIR3190	ENHA_THRB	True	False	False	1.1666666666666667	0.8035460992907804	8	1.21953043880219	8.56338194398239e-20	False											7.68647206302674	2.250653329609358e-55
MIR3190	ENHA_ZBTB26	True	False	False	1.1666666666666667	0.9439716312056738	1	-0.0532896782270238	0.821792475560156	False											9.16645526067024	1.13272361167488e-59
MIR3190	ENHA_ZNF740	True	False	False	1.1	1.1	4	0.193961958381287	0.0628387066614002	False											17.7531575312765	1.09409240080797e-63
MIR3190	ENHA_FOXO3	True	False	False	1.1	-0.725531914893617	17	1.24156433831413	4.17412683231984e-59	False											6.38437611019111	7.50205213548244e-47
MIR3190	ENHA_NFKB1	True	False	False	1.1666666666666667	-0.03900709219858145	109	-1.14746090520674	3.71257051919243e-33	False											13.9021182948824	2.45560298884916e-45
MIR3190	ENHA_GFI1	True	False	False	1.1333333333333335	-0.6631205673758865	2	-0.0375258764234129	0.981433505756066	False											5.388975025739555	1.8007638792801256e-32
MIR3190	ENHA_RFX5	True	False	False	1.1	0.35106382978723416	1	1.40907204845787	1.98813036760513e-40	False											10.6606370961488	3.09962272417571e-59
MIR3190	ENHA_E2F4	True	False	False	1.1333333333333335	-0.9439716312056738	20	-0.997654425537182	5.94541298065313e-24	False											4.893446257058535	7.382886544886079e-34
MIR3190	ENHA_KLF5	True	False	False	1.1666666666666667	-0.3666666666666667	60	-5.67652439532414	1.21080876011697e-253	False											34.96638256994245	1.8044981945645202e-60
MIR3190	ENHA_NR1D2	True	False	False	1.1	0.023404255319148914	2	0.169407516340098	0.0882087056795906	False											7.26619829491735	7.37770454676775e-53
MIR3190	ENHA_TFCP2	True	False	False	1.1	0.7255319148936172	8	-8.52636521283684	2.76011374475008e-23	False											5.89309307968462	1.1268032356317252e-16
MIR3190	ENHA_NFYA	True	False	False	1.1333333333333335	-0.007801418439716379	5	-0.0915135849268477	0.47203848786843	False											11.364669178676	3.2405792776912602e-74
MIR3190	ENHA_RBPJ	True	False	False	1.1333333333333335	0.27304964539007104	16	0.115047690168036	0.250723186308428	False											9.89740396366032	1.0716849256654607e-65
MIR3190	ENHA_SOX4	True	False	False	1.1	0.49148936170212765	8	1.48397070715163	3.93966068172735e-73	False											9.374490651929605	1.0476057511485572e-56
MIR3190	ENHA_ELF3	True	False	False	1.1	-0.8659574468085107	8	1.20019564579332	1.62568910285003e-17	False											11.475633943738199	4.908916163981758e-52
MIR3190	ENHA_FOXP1	True	False	False	1.1333333333333335	-0.7099290780141845	12	1.23058638748909	9.34625524205785e-17	False											20.1245487053702	3.22390024835718e-45
MIR3190	ENHA_REST	True	False	False	1.1333333333333335	0.31985815602836887	10	-0.26340778686432	0.01034300165799	False											14.067773740791552	5.376367351853746e-50
MIR3190	ENHA_E2F3	True	False	False	1.1	-0.9595744680851065	5	-0.179387854307953	0.205499793628424	False											5.38154139578117	5.5837646105248e-19
MIR3190	ENHA_TP73	True	False	False	1.1333333333333335	0.8347517730496454	27	0.984521247569377	0.0018736401375279	False											9.57416482426027	5.71109725026777e-66
MIR3190	ENHA_RFX7	True	False	False	1.1333333333333335	0.3666666666666667	2	-0.767990496749902	7.77967400123689e-10	False											6.752592790290225	1.912070036838605e-07
